"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835800","5.1.3.3","9700","B","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835801","5.1.3.4","45","","","","0"
"2015","New Brunswick","2016A000213","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835802","5.1.3.5","11100","C","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835803","5.2.1.1","65","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835804","5.2.1.2","69","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835805","5.2.1.3","40000","B","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835806","5.2.1.4","26","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835807","5.2.1.5","35000","A","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835808","5.2.2.1","58","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835809","5.2.2.2","61","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835810","5.2.2.3","33000","B","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835811","5.2.2.4","26","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835812","5.2.2.5","28000","A","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835813","5.2.3.1","31","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835814","5.2.3.2","30","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835815","5.2.3.3","22000","B","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835816","5.2.3.4","40","","","","0"
"2015","New Brunswick","2016A000213","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835817","5.2.3.5","26000","B","","","0"
"2015","New Brunswick","2016A000213","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835818","5.3.1.1","57","","","","0"
"2015","New Brunswick","2016A000213","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835819","5.3.1.2","57","","","","0"
"2015","New Brunswick","2016A000213","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835820","5.3.1.3","36000","B","","","0"
"2015","New Brunswick","2016A000213","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835821","5.3.1.4","27","","","","0"
"2015","New Brunswick","2016A000213","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835822","5.3.1.5","31000","B","","","0"
